nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,728.64 
1,60,mlkem512,rsa:3072,1016.78 
1,60,P-256,mldsa44,816.39 
1,60,P-256,rsa:3072,1196.52 
3,60,mlkem768,mldsa65,560.46 
3,60,mlkem768,rsa:7680,652.02 
3,60,P-384,mldsa65,569.05 
3,60,P-384,rsa:7680,645.32 
5,60,mlkem1024,mldsa87,558.01 
5,60,mlkem1024,rsa:15360,430.49 
5,60,P-521,mldsa87,564.98 
5,60,P-521,rsa:15360,426.83 
