nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,1707.17 
1,60,mlkem512,rsa:3072,2313.51 
1,60,P-256,mldsa44,1473.19 
1,60,P-256,rsa:3072,1809.47 
3,60,mlkem768,mldsa65,1294.60 
3,60,mlkem768,rsa:7680,1266.91 
3,60,P-384,mldsa65,377.72 
3,60,P-384,rsa:7680,396.81 
5,60,mlkem1024,mldsa87,1037.42 
5,60,mlkem1024,rsa:15360,666.67 
5,60,P-521,mldsa87,188.88 
5,60,P-521,rsa:15360,176.92 
