nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,726.65 
1,60,mlkem512,rsa:3072,1014.98 
1,60,P-256,mldsa44,812.07 
1,60,P-256,rsa:3072,1180.50 
3,60,mlkem768,mldsa65,571.27 
3,60,mlkem768,rsa:7680,647.55 
3,60,P-384,mldsa65,573.47 
3,60,P-384,rsa:7680,647.74 
5,60,mlkem1024,mldsa87,556.44 
5,60,mlkem1024,rsa:15360,435.37 
5,60,P-521,mldsa87,563.00 
5,60,P-521,rsa:15360,438.37 
