test_time,kem-algorithm,keygens/s,encaps/s,decaps/s
60,ML-KEM-512,35448.9,57010.7,36623.8
60,ML-KEM-768,22707.2,43043.1,27354.1
60,ML-KEM-1024,14957.7,32213.8,20939.7
