nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,1781.00 
1,60,mlkem512,rsa:3072,2257.75 
1,60,P-256,mldsa44,1442.93 
1,60,P-256,rsa:3072,1788.01 
3,60,mlkem768,mldsa65,1266.70 
3,60,mlkem768,rsa:7680,1316.94 
3,60,P-384,mldsa65,374.63 
3,60,P-384,rsa:7680,394.79 
5,60,mlkem1024,mldsa87,1035.50 
5,60,mlkem1024,rsa:15360,639.66 
5,60,P-521,mldsa87,187.72 
5,60,P-521,rsa:15360,172.36 
