nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,1781.49 
1,60,mlkem512,rsa:3072,2261.07 
1,60,P-256,mldsa44,1463.14 
1,60,P-256,rsa:3072,1764.95 
3,60,mlkem768,mldsa65,1267.61 
3,60,mlkem768,rsa:7680,1319.85 
3,60,P-384,mldsa65,378.44 
3,60,P-384,rsa:7680,401.22 
5,60,mlkem1024,mldsa87,1038.93 
5,60,mlkem1024,rsa:15360,651.72 
5,60,P-521,mldsa87,187.54 
5,60,P-521,rsa:15360,176.29 
