nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,2037.09 
1,60,mlkem512,rsa:3072,2285.76 
1,60,P-256,mldsa44,1735.05 
1,60,P-256,rsa:3072,1715.86 
3,60,mlkem768,mldsa65,1619.44 
3,60,mlkem768,rsa:7680,1279.56 
3,60,P-384,mldsa65,825.30 
3,60,P-384,rsa:7680,792.13 
5,60,mlkem1024,mldsa87,1420.26 
5,60,mlkem1024,rsa:15360,696.15 
5,60,P-521,mldsa87,803.86 
5,60,P-521,rsa:15360,498.57 
