nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,2073.37 
1,60,mlkem512,rsa:3072,2320.95 
1,60,P-256,mldsa44,1697.11 
1,60,P-256,rsa:3072,1711.40 
3,60,mlkem768,mldsa65,1634.29 
3,60,mlkem768,rsa:7680,1307.46 
3,60,P-384,mldsa65,829.49 
3,60,P-384,rsa:7680,785.52 
5,60,mlkem1024,mldsa87,1401.31 
5,60,mlkem1024,rsa:15360,666.67 
5,60,P-521,mldsa87,798.18 
5,60,P-521,rsa:15360,481.82 
