nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,1878.21 
1,60,mlkem512,rsa:3072,2206.00 
1,60,P-256,mldsa44,1721.45 
1,60,P-256,rsa:3072,1774.38 
3,60,mlkem768,mldsa65,1639.78 
3,60,mlkem768,rsa:7680,1277.54 
3,60,P-384,mldsa65,828.07 
3,60,P-384,rsa:7680,805.12 
5,60,mlkem1024,mldsa87,1403.77 
5,60,mlkem1024,rsa:15360,669.64 
5,60,P-521,mldsa87,807.81 
5,60,P-521,rsa:15360,478.67 
