nist_level,test_time,KEM,SIG,connections/s
1,60,mlkem512,mldsa44,2102.93 
1,60,mlkem512,rsa:3072,2281.02 
1,60,P-256,mldsa44,1695.42 
1,60,P-256,rsa:3072,1711.22 
3,60,mlkem768,mldsa65,1602.25 
3,60,mlkem768,rsa:7680,1292.62 
3,60,P-384,mldsa65,819.26 
3,60,P-384,rsa:7680,798.14 
5,60,mlkem1024,mldsa87,1421.50 
5,60,mlkem1024,rsa:15360,643.10 
5,60,P-521,mldsa87,797.08 
5,60,P-521,rsa:15360,479.73 
